300495.SZ,*ST美尚
603309.SH,维力医疗
600306.SH,ST商城
002773.SZ,康弘药业
000616.SZ,ST海投
300575.SZ,中旗股份
003022.SZ,联泓新科
002858.SZ,力盛体育
601686.SH,友发集团
300459.SZ,汤姆猫
002157.SZ,正邦科技
688261.SH,东微半导
300601.SZ,康泰生物
000638.SZ,万方发展
688601.SH,力芯微
600588.SH,用友网络
002857.SZ,三晖电气
600084.SH,中葡股份
002107.SZ,沃华医药
300229.SZ,拓尔思
688188.SH,柏楚电子
000738.SZ,航发控制
600192.SH,长城电工
688272.SH,富吉瑞
301096.SZ,百诚医药
300795.SZ,米奥会展
000810.SZ,创维数字
001301.SZ,尚太科技
000023.SZ,深天地Ａ
688513.SH,苑东生物
300848.SZ,美瑞新材
688337.SH,普源精电-U
300967.SZ,晓鸣股份
603345.SH,安井食品
300855.SZ,图南股份
300970.SZ,华绿生物
600728.SH,佳都科技
000428.SZ,华天酒店
300054.SZ,鼎龙股份
605488.SH,福莱新材
688786.SH,悦安新材
002383.SZ,合众思壮
002012.SZ,凯恩股份
300116.SZ,保力新
603991.SH,至正股份
600845.SH,宝信软件
300832.SZ,新产业
688617.SH,惠泰医疗
000686.SZ,东北证券
688262.SH,国芯科技
603883.SH,老百姓
688197.SH,首药控股-U
603887.SH,城地香江
300533.SZ,冰川网络
300290.SZ,荣科科技
002294.SZ,信立泰
688566.SH,吉贝尔
603826.SH,坤彩科技
688078.SH,龙软科技
688206.SH,概伦电子
688616.SH,西力科技
603283.SH,赛腾股份
300074.SZ,华平股份
600702.SH,舍得酒业
002357.SZ,富临运业
603317.SH,天味食品
603444.SH,吉比特
002999.SZ,天禾股份
600587.SH,新华医疗
000590.SZ,启迪药业
688221.SH,前沿生物-U
605499.SH,东鹏饮料
688621.SH,阳光诺和
000670.SZ,盈方微
600616.SH,金枫酒业
000923.SZ,河钢资源
600316.SH,洪都航空
688016.SH,心脉医疗
002682.SZ,龙洲股份
600112.SH,ST天成
600486.SH,扬农化工
002847.SZ,盐津铺子
300666.SZ,江丰电子
688391.SH,钜泉科技
002908.SZ,德生科技
688292.SH,浩瀚深度
002771.SZ,真视通
002981.SZ,朝阳科技
300859.SZ,西域旅游
000555.SZ,神州信息
003019.SZ,宸展光电
301180.SZ,万祥科技
605507.SH,国邦医药
688733.SH,壹石通
605337.SH,李子园
603690.SH,至纯科技
002149.SZ,西部材料
000978.SZ,桂林旅游
603880.SH,南卫股份
002733.SZ,雄韬股份
002421.SZ,达实智能
603290.SH,斯达半导
002156.SZ,通富微电
600338.SH,西藏珠峰
000058.SZ,深 赛 格
002907.SZ,华森制药
600111.SH,北方稀土
002179.SZ,中航光电
688508.SH,芯朋微
002702.SZ,海欣食品
600020.SH,中原高速
688088.SH,虹软科技
300756.SZ,金马游乐
300843.SZ,胜蓝股份
002338.SZ,奥普光电
002199.SZ,东晶电子
002772.SZ,众兴菌业
300443.SZ,金雷股份
603613.SH,国联股份
601118.SH,海南橡胶
600421.SH,华嵘控股
300927.SZ,江天化学
600779.SH,水井坊
601999.SH,出版传媒
603608.SH,天创时尚
600446.SH,金证股份
300468.SZ,四方精创
300719.SZ,安达维尔
300125.SZ,聆达股份
603733.SH,仙鹤股份
002192.SZ,融捷股份
600358.SH,国旅联合
600613.SH,神奇制药
002953.SZ,日丰股份
001219.SZ,青岛食品
000566.SZ,海南海药
002238.SZ,天威视讯
300857.SZ,协创数据
300085.SZ,银之杰
001319.SZ,铭科精技
000403.SZ,派林生物
000931.SZ,中 关 村
688141.SH,杰华特
300014.SZ,亿纬锂能
600382.SH,ST广珠
688208.SH,道通科技
603081.SH,大丰实业
688687.SH,凯因科技
688315.SH,诺禾致源
605007.SH,五洲特纸
688401.SH,路维光电
300268.SZ,佳沃食品
300248.SZ,新开普
605376.SH,博迁新材
605296.SH,神农集团
300354.SZ,东华测试
688200.SH,华峰测控
002696.SZ,百洋股份
688019.SH,安集科技
600993.SH,马应龙
688139.SH,海尔生物
688179.SH,阿拉丁
600193.SH,创兴资源
301073.SZ,君亭酒店
300166.SZ,东方国信
002272.SZ,川润股份
300352.SZ,北信源
603876.SH,鼎胜新材
688036.SH,传音控股
688120.SH,华海清科
002706.SZ,良信股份
603997.SH,继峰股份
688503.SH,聚和材料
000697.SZ,炼石航空
600562.SH,国睿科技
688131.SH,皓元医药
603828.SH,柯利达
002223.SZ,鱼跃医疗
300274.SZ,阳光电源
300973.SZ,立高食品
603866.SH,桃李面包
688588.SH,凌志软件
688609.SH,九联科技
600054.SH,黄山旅游
002268.SZ,电科网安
002965.SZ,祥鑫科技
600563.SH,法拉电子
300661.SZ,圣邦股份
688676.SH,金盘科技
300966.SZ,共同药业
001330.SZ,博纳影业
603596.SH,伯特利
002568.SZ,百润股份
688639.SH,华恒生物
688663.SH,新风光
300925.SZ,法本信息
002555.SZ,三七互娱
603668.SH,天马科技
603499.SH,翔港科技
688153.SH,唯捷创芯-U
603267.SH,鸿远电子
003031.SZ,中瓷电子
300892.SZ,品渥食品
600449.SH,宁夏建材
603260.SH,合盛硅业
688385.SH,复旦微电
002669.SZ,康达新材
002683.SZ,广东宏大
301356.SZ,天振股份
688432.SH,有研硅
603396.SH,金辰股份
002246.SZ,北化股份
688318.SH,财富趋势
300369.SZ,绿盟科技
688041.SH,海光信息
300458.SZ,全志科技
688700.SH,东威科技
002162.SZ,悦心健康
300592.SZ,华凯易佰
002100.SZ,天康生物
301313.SZ,凡拓数创
002751.SZ,*ST易尚
603871.SH,嘉友国际
603189.SH,网达软件
688561.SH,奇安信-U
603439.SH,贵州三力
600399.SH,抚顺特钢
002888.SZ,惠威科技
002437.SZ,誉衡药业
300027.SZ,华谊兄弟
603186.SH,华正新材
002331.SZ,皖通科技
002020.SZ,京新药业
300302.SZ,同有科技
002861.SZ,瀛通通讯
002152.SZ,广电运通
300749.SZ,顶固集创
000526.SZ,学大教育
301076.SZ,新瀚新材
688012.SH,中微公司
300351.SZ,永贵电器
688158.SH,优刻得-W
002241.SZ,歌尔股份
301266.SZ,宇邦新材
688329.SH,艾隆科技
688789.SH,宏华数科
603658.SH,安图生物
002715.SZ,登云股份
300444.SZ,双杰电气
002003.SZ,伟星股份
300188.SZ,美亚柏科
002289.SZ,宇顺电子
688325.SH,赛微微电
605116.SH,奥锐特
688776.SH,国光电气
600280.SH,中央商场
688192.SH,迪哲医药-U
688560.SH,明冠新材
688118.SH,普元信息
300682.SZ,朗新科技
688435.SH,英方软件
603899.SH,晨光股份
688580.SH,伟思医疗
600381.SH,青海春天
000711.SZ,京蓝科技
300034.SZ,钢研高纳
002527.SZ,新时达
002837.SZ,英维克
600377.SH,宁沪高速
300593.SZ,新雷能
002227.SZ,奥 特 迅
688227.SH,品高股份
688082.SH,盛美上海
603508.SH,思维列控
688056.SH,莱伯泰科
688109.SH,品茗科技
300273.SZ,*ST和佳
603100.SH,川仪股份
000850.SZ,华茂股份
002306.SZ,中科云网
301302.SZ,华如科技
300491.SZ,通合科技
002446.SZ,盛路通信
300499.SZ,高澜股份
300541.SZ,先进数通
301025.SZ,读客文化
600410.SH,华胜天成
300693.SZ,盛弘股份
688132.SH,邦彦技术
688171.SH,纬德信息
688152.SH,麒麟信安
300049.SZ,福瑞股份
603036.SH,如通股份
300624.SZ,万兴科技
000056.SZ,皇庭国际
688137.SH,近岸蛋白
002224.SZ,三 力 士
300498.SZ,温氏股份
300036.SZ,超图软件
688711.SH,宏微科技
600356.SH,恒丰纸业
000430.SZ,张家界
603102.SH,百合股份
600476.SH,湘邮科技
300141.SZ,和顺电气
300648.SZ,星云股份
300452.SZ,山河药辅
688226.SH,威腾电气
002334.SZ,英威腾
688525.SH,佰维存储
603985.SH,恒润股份
300525.SZ,博思软件
603227.SH,雪峰科技
300423.SZ,昇辉科技
300633.SZ,开立医疗
002787.SZ,华源控股
688191.SH,智洋创新
300026.SZ,红日药业
002537.SZ,海联金汇
603656.SH,泰禾智能
000722.SZ,湖南发展
300260.SZ,新莱应材
002992.SZ,宝明科技
002883.SZ,中设股份
688568.SH,中科星图
002121.SZ,科陆电子
301282.SZ,金禄电子
688029.SH,南微医学
002319.SZ,乐通股份
600557.SH,康缘药业
603676.SH,卫信康
688076.SH,诺泰生物
000831.SZ,中国稀土
600190.SH,锦州港
000606.SZ,*ST顺利
003040.SZ,楚天龙
600718.SH,东软集团
000548.SZ,湖南投资
688506.SH,百利天恒-U
688533.SH,上声电子
301263.SZ,泰恩康
600520.SH,文一科技
688768.SH,容知日新
688366.SH,昊海生科
300044.SZ,赛为智能
002230.SZ,科大讯飞
002154.SZ,报 喜 鸟
688517.SH,金冠电气
001269.SZ,欧晶科技
002803.SZ,吉宏股份
300870.SZ,欧陆通
688333.SH,铂力特
688060.SH,云涌科技
301278.SZ,快可电子
688105.SH,诺唯赞
600977.SH,中国电影
688656.SH,浩欧博
301197.SZ,工大科雅
688301.SH,奕瑞科技
688526.SH,科前生物
002096.SZ,南岭民爆
301380.SZ,挖金客
002812.SZ,恩捷股份
301168.SZ,通灵股份
300277.SZ,海联讯
002675.SZ,东诚药业
600570.SH,恒生电子
002863.SZ,今飞凯达
600941.SH,中国移动
300773.SZ,拉卡拉
603931.SH,格林达
688390.SH,固德威
300123.SZ,亚光科技
300542.SZ,新晨科技
002798.SZ,帝欧家居
300579.SZ,数字认证
605168.SH,三人行
688100.SH,威胜信息
300454.SZ,深信服
003032.SZ,传智教育
600706.SH,曲江文旅
301179.SZ,泽宇智能
300249.SZ,依米康
000948.SZ,南天信息
603032.SH,德新科技
002371.SZ,北方华创
688356.SH,键凯科技
600329.SH,达仁堂
002028.SZ,思源电气
603103.SH,横店影视
300900.SZ,广联航空
301171.SZ,易点天下
603688.SH,石英股份
000045.SZ,深纺织Ａ
688389.SH,普门科技
688248.SH,南网科技
000400.SZ,许继电气
301233.SZ,盛帮股份
600161.SH,天坛生物
603198.SH,迎驾贡酒
600405.SH,动力源
301015.SZ,百洋医药
300710.SZ,万隆光电
002912.SZ,中新赛克
003027.SZ,同兴环保
600386.SH,北巴传媒
301161.SZ,唯万密封
600765.SH,中航重机
002172.SZ,澳洋健康
603059.SH,倍加洁
688345.SH,博力威
300604.SZ,长川科技
300716.SZ,国立科技
002567.SZ,唐人神
688295.SH,中复神鹰
001201.SZ,东瑞股份
600131.SH,国网信通
300782.SZ,卓胜微
600238.SH,海南椰岛
301349.SZ,信德新材
301066.SZ,万事利
002261.SZ,拓维信息
300659.SZ,中孚信息
000661.SZ,长春高新
301068.SZ,大地海洋
600850.SH,电科数字
605333.SH,沪光股份
688556.SH,高测股份
002855.SZ,捷荣技术
300667.SZ,必创科技
002995.SZ,天地在线
300955.SZ,嘉亨家化
002458.SZ,益生股份
000721.SZ,西安饮食
688579.SH,山大地纬
002987.SZ,京北方
603595.SH,东尼电子
688107.SH,安路科技-U
603363.SH,傲农生物
688410.SH,山外山
002290.SZ,禾盛新材
000815.SZ,美利云
300588.SZ,熙菱信息
301040.SZ,中环海陆
002625.SZ,光启技术
300286.SZ,安科瑞
002518.SZ,科士达
300134.SZ,大富科技
300847.SZ,中船汉光
603882.SH,金域医学
688035.SH,德邦科技
002835.SZ,同为股份
002840.SZ,华统股份
002150.SZ,通润装备
605123.SH,派克新材
300573.SZ,兴齐眼药
300379.SZ,东方通
603039.SH,ST泛微
688122.SH,西部超导
300820.SZ,英杰电气
002746.SZ,仙坛股份
000610.SZ,西安旅游
002875.SZ,安奈儿
688798.SH,艾为电子
300921.SZ,南凌科技
300791.SZ,仙乐健康
600258.SH,首旅酒店
603881.SH,数据港
300395.SZ,菲利华
600211.SH,西藏药业
300414.SZ,中光防雷
603912.SH,佳力图
002033.SZ,丽江股份
300253.SZ,卫宁健康
603755.SH,日辰股份
603859.SH,能科科技
688661.SH,和林微纳
002180.SZ,纳思达
603927.SH,中科软
688296.SH,和达科技
002337.SZ,赛象科技
688271.SH,联影医疗
002642.SZ,荣联科技
002517.SZ,恺英网络
605266.SH,健之佳
002474.SZ,榕基软件
300910.SZ,瑞丰新材
002335.SZ,科华数据
300245.SZ,天玑科技
600571.SH,信雅达
300159.SZ,ST新研
002927.SZ,泰永长征
003006.SZ,百亚股份
688066.SH,航天宏图
688372.SH,伟测科技
003029.SZ,吉大正元
300807.SZ,天迈科技
300250.SZ,初灵信息
301117.SZ,佳缘科技
301317.SZ,鑫磊股份
000682.SZ,东方电子
600847.SH,万里股份
605089.SH,味知香
600138.SH,中青旅
688051.SH,佳华科技
301396.SZ,宏景科技
603177.SH,德创环保
688480.SH,赛恩斯
002536.SZ,飞龙股份
300339.SZ,润和软件
688619.SH,罗普特
603171.SH,税友股份
002427.SZ,*ST尤夫
300075.SZ,数字政通
688628.SH,优利德
603222.SH,济民医疗
002865.SZ,钧达股份
002197.SZ,证通电子
605228.SH,神通科技
688111.SH,金山办公
603232.SH,格尔软件
003042.SZ,中农联合
688516.SH,奥特维
688536.SH,思瑞浦
300663.SZ,科蓝软件
003008.SZ,开普检测
688083.SH,中望软件
300213.SZ,佳讯飞鸿
300571.SZ,平治信息
688037.SH,芯源微
000812.SZ,陕西金叶
688377.SH,迪威尔
301213.SZ,观想科技
002153.SZ,石基信息
002819.SZ,东方中科
688038.SH,中科通达
300608.SZ,思特奇
688023.SH,安恒信息
688258.SH,卓易信息
301005.SZ,超捷股份
002234.SZ,民和股份
603477.SH,巨星农牧
601028.SH,玉龙股份
000026.SZ,飞亚达
300045.SZ,华力创通
300723.SZ,一品红
688383.SH,新益昌
300438.SZ,鹏辉能源
002634.SZ,棒杰股份
603602.SH,纵横通信
300138.SZ,晨光生物
600139.SH,*ST西源
002848.SZ,高斯贝尔
301218.SZ,华是科技
002800.SZ,天顺股份
002453.SZ,华软科技
301339.SZ,通行宝
688244.SH,永信至诚
002235.SZ,安妮股份
688217.SH,睿昂基因
003005.SZ,竞业达
603636.SH,南威软件
002063.SZ,远光软件
688489.SH,三未信安
300634.SZ,彩讯股份
000909.SZ,数源科技
000032.SZ,深桑达Ａ
603383.SH,顶点软件
688338.SH,赛科希德
688500.SH,慧辰股份
688339.SH,亿华通-U
002308.SZ,威创股份
300827.SZ,上能电气
300687.SZ,赛意信息
000155.SZ,川能动力
301059.SZ,金三江
002560.SZ,通达股份
000034.SZ,神州数码
688327.SH,云从科技-UW
002253.SZ,川大智胜
301169.SZ,零点有数
300084.SZ,海默科技
688201.SH,信安世纪
300212.SZ,易华录
300730.SZ,科创信息
301178.SZ,天亿马
600593.SH,大连圣亚
301153.SZ,中科江南
002439.SZ,启明星辰
603050.SH,科林电气
600536.SH,中国软件
300096.SZ,易联众
600753.SH,东方银星
603213.SH,镇洋发展
002737.SZ,葵花药业
002742.SZ,ST三圣
000561.SZ,烽火电子
002190.SZ,成飞集成
300846.SZ,首都在线
003007.SZ,直真科技
002103.SZ,广博股份
002842.SZ,翔鹭钨业
002159.SZ,三特索道
002279.SZ,久其软件
300366.SZ,创意信息
688232.SH,新点软件
002781.SZ,*ST奇信
688393.SH,安必平
603138.SH,海量数据
002226.SZ,江南化工
600602.SH,云赛智联
600781.SH,*ST辅仁
301236.SZ,软通动力
002021.SZ,ST中捷
002417.SZ,*ST深南
002089.SZ,*ST新海
300578.SZ,会畅通讯
300598.SZ,诚迈科技
000068.SZ,华控赛格
002528.SZ,英飞拓
600311.SH,*ST荣华
300309.SZ,*ST吉艾
301208.SZ,中亦科技
688766.SH,普冉股份
002877.SZ,智能自控
002347.SZ,泰尔股份
002406.SZ,远东传动
000509.SZ,华塑控股
002209.SZ,达 意 隆
001339.SZ,智微智能
300496.SZ,中科创达
002757.SZ,南兴股份
300071.SZ,福石控股
688031.SH,星环科技-U
002368.SZ,太极股份
002576.SZ,通达动力
688207.SH,格灵深瞳-U
002785.SZ,万里石
